user-id,movie-id,recommendation-score
279,1068,4.0
170,1501,4.0
65,1380,3.5
55,594,4.0
192,765,3.0
38,363,3.0
2,1785,2.0
13,2297,2.0
198,579,3.0
240,679,5.0
66,2177,4.5
5,1789,4.0
212,1162,4.5
45,1108,4.0
49,943,3.5
38,381,3.5
267,2004,4.0
65,1968,5.0
48,2556,3.0
17,1947,1.5
2,1766,4.0
34,681,4.0
27,1793,4.5
6,1758,3.0
71,805,3.5
165,647,4.0
24,2638,3.5
250,627,3.0
1,1793,4.0
22,1506,5.0
22,1269,4.0
75,1011,4.0
81,191,4.0
253,1867,5.0
50,1733,3.5
256,2746,2.5
87,422,3.0
35,2607,3.5
7,912,2.0
174,2646,4.0
6,1328,3.0
46,663,3.0
90,879,5.0
10,532,3.5
229,1906,4.0
54,2473,3.5
229,707,4.5
72,110,4.0
105,879,3.5
1,1349,2.0
10,1921,3.0
179,236,4.5
105,627,4.0
50,80,2.0
20,820,1.5
71,1978,2.0
18,1844,0.5
60,1332,3.0
58,945,5.0
202,844,3.0
5,1420,3.0
33,558,2.5
81,1593,3.0
42,1767,1.0
18,2015,3.0
218,5,5.0
160,2010,5.0
48,1002,4.0
17,1349,4.0
18,1078,2.0
6,1177,3.5
193,2039,3.5
234,269,2.5
32,645,4.0
119,1970,2.0
51,765,1.5
150,1449,4.0
229,374,3.5
19,747,4.0
10,1288,3.0
13,105,3.0
163,536,4.0
189,417,4.0
122,876,4.0
287,2393,5.0
32,2375,2.0
5,167,3.5
97,809,1.5
109,2940,4.0
98,370,4.0
95,1890,5.0
295,2421,3.0
176,625,3.0
89,1011,4.0
34,1299,3.0
48,879,4.5
12,2580,3.0
92,2030,4.5
125,1002,0.5
154,1631,1.0
289,9,3.0
4,2853,4.0
15,1277,4.0
16,1799,1.0
132,640,4.0
0,570,4.0
263,195,4.0
176,15,4.0
233,1821,4.5
63,641,3.0
94,2062,4.0
221,346,3.0
18,1625,1.5
117,1134,3.0
0,1688,4.5
138,1967,3.0
12,959,4.0
158,1207,4.0
78,230,5.0
133,903,4.0
49,1891,2.5
123,362,3.5
100,358,2.5
262,1534,2.0
20,1202,0.5
10,1498,3.5
258,894,4.5
288,361,5.0
5,1828,3.0
79,1636,4.0
242,660,4.0
43,1539,5.0
156,2592,3.5
158,2,5.0
187,168,2.0
75,2122,2.0
33,818,1.0
274,224,4.5
6,1220,2.5
291,1444,5.0
120,32,3.0
17,1182,4.0
242,1890,4.5
67,328,5.0
77,1016,5.0
255,2131,4.0
86,1337,5.0
5,1107,3.0
8,1002,2.0
78,2168,4.0
46,674,5.0
232,80,4.0
59,2367,5.0
98,879,4.5
169,2684,4.5
57,1058,3.0
127,2569,2.0
248,110,4.0
135,462,4.0
84,1618,4.0
77,381,4.0
281,219,5.0
95,2539,3.5
77,440,2.0
11,1495,4.0
37,2369,3.5
78,2451,3.0
25,325,2.0
269,686,3.5
0,1539,5.0
40,2289,4.0
22,1471,4.0
62,1774,4.0
26,644,5.0
50,294,4.0
86,998,4.0
262,1778,5.0
0,1107,2.5
1,1087,5.0
8,346,0.5
34,2434,4.0
281,300,3.0
43,2493,4.5
96,621,4.0
99,328,4.0
280,2627,4.0
27,1098,4.0
37,1380,4.0
11,1253,3.5
209,509,5.0
183,1890,3.5
0,767,3.5
147,1530,5.0
247,17,3.0
9,1715,4.0
3,2840,3.5
69,60,3.5
0,1677,1.0
277,0,2.5
205,788,4.5
0,2585,4.5
11,648,5.0
108,2156,4.0
28,593,3.0
5,860,3.0
2,2775,2.0
163,81,5.0
286,1730,3.0
78,1844,3.5
18,214,2.5
32,1016,5.0
150,634,4.0
14,519,3.0
271,2276,3.5
74,483,4.0
71,42,5.0
90,1468,5.0
79,567,4.0
6,463,3.5
125,640,4.0
5,361,4.0
46,73,4.0
10,484,4.5
110,1953,3.5
3,2845,1.5
1,535,5.0
10,1393,4.0
3,1162,2.0
15,1851,4.0
27,1116,4.0
107,2660,3.0
185,2358,5.0
20,2237,3.5
3,361,3.0
116,812,2.0
33,160,3.0
15,623,5.0
99,287,2.5
66,1814,4.5
130,340,4.0
14,1083,2.5
90,697,4.0
5,2319,3.5
60,568,3.5
4,1890,4.5
148,242,4.0
236,999,3.0
24,2862,4.0
100,639,1.5
23,2464,4.0
175,652,5.0
122,1263,4.0
41,2010,3.0
31,759,3.0
176,36,3.0
16,573,5.0
92,2149,5.0
89,234,4.0
26,420,4.0
286,536,3.0
171,2257,5.0
79,1412,3.0
40,2341,2.5
45,54,4.0
81,621,5.0
299,1809,3.5
4,2532,4.0
267,1045,3.5
14,316,4.0
276,1989,5.0
270,719,5.0
32,2553,4.0
188,167,5.0
146,297,3.0
78,1767,3.5
0,1513,3.5
6,466,3.5
228,630,4.0
20,254,1.5
237,630,5.0
205,1619,4.0
37,113,3.5
10,2104,2.0
142,418,4.0
86,1176,4.0
266,1308,2.0
31,2100,3.0
50,1564,4.0
3,1499,1.0
3,153,3.5
13,1364,2.5
235,575,4.0
9,254,2.0
40,1519,3.0
1,159,3.0
240,628,5.0
116,1888,2.0
277,2762,4.5
23,663,4.0
10,1407,2.0
156,2162,0.5
48,668,4.0
11,239,4.0
78,2350,4.0
20,567,4.5
24,2911,3.5
33,567,3.0
55,812,3.5
22,950,4.0
150,1520,4.0
65,892,4.0
100,2562,2.0
111,241,4.0
0,2802,4.0
58,620,3.0
190,1850,3.0
1,778,4.0
27,1770,4.5
160,673,5.0
182,189,3.0
239,2658,5.0
285,31,4.0
15,370,3.0
70,197,3.0
33,2581,3.5
44,225,2.0
13,887,3.5
146,1332,1.5
41,1745,4.0
160,617,5.0
3,274,4.0
68,2857,5.0
279,1157,5.0
59,1772,3.5
74,705,3.0
30,1694,3.0
14,137,3.0
215,675,4.5
7,1277,4.0
58,156,4.0
51,2370,4.5
9,209,5.0
210,233,3.0
120,1028,3.0
119,2482,3.0
25,1378,5.0
250,1156,5.0
158,1043,4.0
278,2723,4.0
43,2133,4.5
280,2644,4.0
144,2597,3.0
13,776,1.5
30,791,5.0
142,615,3.0
175,2473,4.0
111,841,5.0
262,336,5.0
65,555,4.0
15,2029,5.0
0,1580,4.0
86,1662,4.0
182,290,3.0
92,2162,5.0
15,1861,2.0
137,893,3.0
16,714,5.0
4,2325,3.0
88,2140,4.5
192,224,5.0
28,479,5.0
135,1384,3.0
223,1216,3.0
71,1209,4.0
291,1706,4.5
192,246,5.0
7,1618,4.0
29,733,5.0
177,110,3.0
5,1682,5.0
20,1572,3.0
251,681,4.0
184,1422,3.5
128,2339,3.0
20,2294,4.0
0,1995,0.5
0,919,2.5
19,211,5.0
38,1800,3.5
224,1574,2.0
192,401,3.0
257,360,4.0
297,1934,3.0
61,1970,3.0
11,1180,3.0
116,164,3.0
87,1706,5.0
292,443,3.0
250,542,2.0
25,883,3.0
116,0,4.0
39,358,2.0
52,1080,4.0
234,2015,4.0
11,889,4.5
31,2205,3.0
87,1658,4.0
34,2147,3.5
122,1823,5.0
92,1839,5.0
101,2546,4.0
99,72,2.0
190,2375,3.5
104,2800,2.0
258,691,3.0
141,2549,5.0
7,2441,3.0
13,1825,1.5
83,2507,5.0
63,2240,3.5
156,349,3.5
3,2351,2.5
65,280,3.0
28,915,2.0
53,1095,3.5
66,2100,4.5
103,42,5.0
6,2718,4.0
99,707,3.0
64,1855,3.0
87,214,1.0
25,804,1.0
5,453,3.0
100,1139,3.5
212,625,3.0
56,601,4.0
8,142,3.0
95,2473,3.5
224,1400,4.0
84,1476,5.0
120,935,5.0
112,1346,4.0
1,301,3.0
95,40,4.0
243,159,4.0
182,125,3.0
88,768,4.5
1,333,4.0
52,157,3.0
2,2668,3.5
4,2660,2.0
128,1996,4.5
132,2605,4.0
188,30,5.0
45,242,3.5
17,2110,4.0
189,22,3.0
73,732,3.5
138,595,4.0
254,273,3.0
150,1472,1.0
63,630,5.0
270,452,5.0
237,408,3.0
189,160,4.0
147,501,4.0
247,103,2.0
100,2701,4.0
214,744,4.0
157,2041,3.5
72,558,5.0
95,2343,5.0
56,351,1.0
50,1313,3.5
289,153,3.0
89,1070,4.0
7,932,2.0
43,2427,4.0
77,245,4.0
46,620,4.0
25,1069,4.0
99,230,4.0
8,742,3.0
71,1400,5.0
26,1666,2.0
21,528,4.0
78,361,4.0
26,820,2.0
133,1224,4.0
15,1362,4.0
7,1333,4.0
176,767,5.0
25,1337,4.0
12,849,3.0
148,500,5.0
36,2050,3.5
52,1317,4.0
0,274,4.5
66,786,4.0
64,381,3.5
35,1444,5.0
73,182,3.5
45,2433,4.0
75,2429,5.0
63,586,2.0
18,2102,3.5
75,2307,4.0
18,966,3.5
137,2000,4.0
9,992,5.0
49,343,3.0
2,2771,2.0
46,767,3.0
39,911,4.0
258,862,3.5
4,1841,2.5
44,1240,3.0
105,2551,2.0
87,707,2.0
194,704,5.0
62,1294,1.5
6,365,3.0
115,420,2.5
9,1418,4.0
270,688,3.0
107,1329,4.0
231,532,5.0
67,1364,5.0
45,594,5.0
7,2855,4.0
20,1829,2.5
80,128,3.0
99,2473,3.5
22,1126,3.0
62,1750,3.5
142,435,4.0
11,27,3.0
279,308,4.0
150,975,5.0
34,2840,4.0
10,466,4.0
139,1230,4.0
56,370,5.0
53,2361,3.0
25,816,2.0
24,2223,1.5
54,2009,4.0
15,558,5.0
0,2360,2.5
6,651,3.5
27,1970,5.0
43,617,5.0
147,328,5.0
25,1178,4.0
192,197,3.0
6,1473,5.0
112,2131,4.5
280,1528,3.5
259,2198,2.5
54,2294,4.0
12,1785,2.0
20,1536,3.5
23,1849,0.5
30,1128,2.0
7,2123,2.5
224,571,3.0
289,111,3.0
213,2776,4.0
28,961,4.0
190,2947,4.0
15,1042,4.0
61,1383,3.5
158,499,4.0
24,2870,2.5
61,656,3.5
43,2911,3.5
136,2909,4.5
127,2434,4.5
153,625,4.0
166,1583,1.0
279,648,5.0
183,1270,4.0
67,112,5.0
14,2617,4.0
22,1441,5.0
215,2198,3.5
113,993,2.0
110,1728,5.0
59,2244,3.5
249,2634,3.5
153,219,4.0
265,1380,3.0
100,1287,4.5
1,60,4.0
10,182,3.0
3,756,3.0
183,424,3.0
218,48,4.0
17,2172,3.5
1,204,3.0
2,1002,3.0
50,942,1.0
18,1480,4.0
32,0,4.0
136,1989,3.5
22,1032,4.0
202,835,4.0
38,2160,4.0
115,707,5.0
29,1433,2.0
42,1404,3.0
11,569,4.0
4,2450,2.5
257,405,4.0
47,1063,3.0
253,77,4.5
125,903,4.5
91,2257,3.5
266,607,4.0
30,1954,2.0
271,287,3.0
216,1367,3.5
63,196,3.0
60,858,4.0
25,996,3.0
18,420,3.0
63,1060,5.0
12,2248,3.5
146,2366,4.5
28,1545,2.0
19,364,4.0
28,619,5.0
62,38,1.0
44,1747,3.0
280,1231,3.0
11,1347,3.0
259,2405,3.5
2,1520,5.0
14,1502,2.0
271,1422,5.0
78,347,3.5
102,1908,2.0
3,2129,3.0
171,2738,4.0
4,2796,4.0
92,384,3.0
99,1305,0.5
61,357,3.0
7,1170,2.0
69,411,4.5
196,411,4.5
88,107,3.5
82,1477,4.5
303,555,4.5
40,797,3.0
33,2284,3.0
223,639,4.0
63,550,2.0
237,383,3.0
165,666,4.0
274,87,4.0
14,1498,4.0
149,540,4.0
185,16,2.5
129,999,4.0
13,2777,1.5
13,2041,3.0
195,1706,5.0
5,332,4.0
180,868,5.0
22,668,5.0
88,868,3.5
153,641,4.0
84,1063,4.0
270,663,4.0
3,2214,1.0
4,770,4.0
43,1658,4.0
278,2162,4.5
45,2197,3.5
6,1983,3.5
26,19,4.0
241,77,4.0
47,346,4.0
19,942,5.0
46,278,3.0
288,658,5.0
12,2628,4.0
2,2908,2.5
9,1247,4.0
23,2629,4.0
23,2639,1.5
13,223,1.5
59,126,4.0
14,1793,1.5
192,242,5.0
141,822,4.0
180,555,5.0
41,1214,2.0
175,2013,5.0
37,214,3.5
94,1926,4.0
170,1349,4.0
94,1378,5.0
18,1909,2.5
174,2521,5.0
225,133,5.0
99,2546,4.0
105,1768,2.0
162,2503,4.0
118,615,3.0
72,617,4.5
57,750,3.0
78,2086,2.0
117,1208,5.0
157,1023,4.0
95,198,5.0
71,1332,3.0
80,141,5.0
17,2460,4.0
16,1458,2.0
126,674,5.0
6,1849,2.5
6,1320,2.0
1,458,5.0
11,167,3.0
2,1566,4.0
91,1996,3.5
11,2081,3.0
212,2211,4.0
209,308,5.0
10,1576,3.0
198,224,4.0
100,2164,4.5
171,1765,4.0
48,2440,3.5
24,2928,4.0
0,2320,3.5
10,999,4.5
149,365,4.0
286,491,5.0
264,1715,2.0
288,2291,5.0
236,719,4.5
19,196,4.0
60,2664,3.0
178,2557,4.5
75,1907,5.0
30,1507,4.0
32,2294,4.0
82,550,3.5
76,2007,5.0
8,514,2.0
236,1388,4.0
246,126,4.0
26,732,2.0
6,1221,2.5
15,1580,4.0
6,1587,2.0
5,189,3.0
189,117,3.0
16,599,4.0
6,2343,2.0
227,630,4.0
28,184,5.0
15,683,5.0
102,2576,2.0
98,1924,3.5
93,2859,4.5
60,2649,2.5
105,1968,2.5
30,1044,3.0
47,351,4.0
39,1816,3.0
4,709,4.5
57,800,1.0
88,130,3.0
3,1853,4.0
69,656,4.5
147,841,5.0
176,43,3.0
76,578,3.0
70,879,3.0
61,749,3.0
42,1186,2.0
98,1163,4.0
51,641,4.5
11,896,1.0
15,1735,5.0
84,675,4.0
16,633,5.0
202,422,3.0
197,103,3.5
108,32,4.0
233,1968,4.0
80,1077,4.0
21,1479,5.0
238,569,1.5
27,1339,4.5
33,1069,3.0
215,164,3.5
30,1761,3.0
19,434,4.0
222,1227,3.5
20,417,1.5
2,75,3.5
6,2415,2.0
29,454,4.0
1,203,4.0
126,903,5.0
168,2504,4.0
274,365,3.0
78,2132,3.0
0,2339,3.5
12,2231,3.0
180,245,5.0
99,694,4.0
216,844,2.5
45,1617,4.0
10,2378,4.0
27,723,3.5
160,1381,4.0
31,2070,1.5
22,681,5.0
1,691,1.0
37,2403,4.5
11,1064,3.0
6,259,1.5
7,679,4.0
145,213,5.0
15,820,3.0
106,2339,5.0
155,2755,4.0
129,666,4.5
233,1829,3.0
16,294,4.0
213,1303,1.5
83,2599,4.0
54,1444,4.5
123,215,3.0
304,2766,2.5
47,968,2.0
46,647,5.0
181,1016,2.0
29,29,4.0
74,159,3.0
149,621,4.0
138,419,2.0
3,1333,3.0
71,2177,5.0
13,2860,4.0
61,1741,2.5
5,2420,0.5
195,87,3.0
257,5,5.0
300,466,5.0
119,1833,4.0
144,446,4.5
98,975,4.0
3,2792,2.5
123,1800,5.0
4,2390,4.5
13,901,1.0
289,218,3.0
215,903,3.0
97,617,4.5
90,1184,4.0
4,808,3.0
271,775,4.5
35,2725,3.0
101,1992,5.0
27,8,4.0
95,1313,2.0
34,1103,3.5
24,2531,5.0
53,466,4.5
140,808,1.0
138,633,5.0
5,96,4.0
97,2390,3.5
1,411,5.0
131,996,2.0
78,233,3.5
167,796,5.0
45,2370,4.5
18,1287,3.0
249,108,2.5
125,446,4.5
35,2351,4.0
102,1916,3.5
68,1849,4.5
239,2263,5.0
193,1490,3.0
101,996,4.5
243,1508,3.0
290,163,4.0
117,1223,1.0
162,2627,5.0
68,2167,3.5
10,1168,3.5
1,141,5.0
3,2034,1.0
5,1279,3.0
199,462,4.0
121,2041,4.5
192,271,3.0
1,1228,1.0
208,2728,2.5
91,1528,3.5
162,388,2.0
113,29,3.0
107,2836,3.5
38,908,2.0
3,2591,3.5
43,2902,4.5
79,1009,5.0
253,1230,5.0
90,32,3.0
61,2113,3.0
300,457,5.0
137,2120,4.5
153,134,2.0
49,1263,3.0
6,1517,2.5
41,140,4.0
5,152,4.0
7,2501,2.0
9,819,4.0
207,224,5.0
42,575,3.0
233,1751,4.0
212,2531,2.0
23,1761,2.0
114,805,5.0
197,1765,1.5
52,648,4.0
59,832,2.5
235,2457,3.5
18,233,2.5
123,2094,5.0
211,1382,3.0
118,183,4.0
24,2599,4.5
0,518,3.5
60,668,5.0
39,1588,3.0
2,2793,3.0
90,584,4.0
86,1625,3.0
17,2330,3.5
35,2609,3.0
44,1511,3.0
188,365,4.0
251,234,5.0
6,2112,2.5
39,1230,2.0
75,17,3.0
12,751,3.0
133,1002,3.0
3,2741,3.0
213,2580,5.0
2,1502,3.0
72,33,3.5
187,362,3.0
122,462,5.0
17,1968,4.0
141,1593,2.5
254,44,4.0
90,532,3.0
5,12,5.0
211,1706,5.0
294,1417,4.0
71,1728,4.0
54,2580,3.5
137,2075,3.5
96,33,4.0
4,2257,5.0
20,1332,2.5
0,1372,5.0
108,2364,4.5
52,1544,5.0
22,970,4.0
27,1439,4.5
40,2559,4.5
34,1069,4.0
7,22,3.0
0,460,4.0
35,2013,4.5
179,2929,5.0
28,646,3.0
30,536,4.0
169,207,4.0
235,2062,3.0
37,594,3.5
12,1051,3.0
297,0,3.5
238,620,3.5
68,1775,3.0
125,1890,4.0
65,1045,5.0
16,1563,4.5
186,675,4.0
46,274,3.0
112,841,2.5
20,1745,4.0
144,2825,4.0
44,1317,3.0
80,1804,5.0
197,2375,2.5
135,80,1.0
148,964,4.0
162,1765,1.5
179,2769,3.5
11,314,4.0
28,1094,4.0
53,2285,3.0
271,1923,4.0
60,2456,1.0
293,482,4.0
283,275,3.0
165,474,4.0
125,681,5.0
148,1854,5.0
29,1802,4.0
44,814,3.0
253,946,5.0
35,478,4.5
29,532,4.0
130,822,4.0
3,1654,1.5
102,2166,4.0
58,2731,1.5
116,1815,2.0
3,2327,2.5
28,1045,1.0
120,558,5.0
296,63,4.0
106,2070,2.0
8,297,4.5
33,1895,3.5
1,842,3.0
5,768,5.0
173,885,5.0
207,197,4.0
144,2167,3.0
7,2690,4.0
5,1525,4.0
2,225,3.0
27,2473,5.0
183,1696,4.0
217,707,5.0
141,2177,4.0
45,2077,4.5
237,108,4.0
85,1358,4.0
202,638,4.0
79,1129,4.0
90,9,4.0
57,2024,3.5
3,1367,4.0
103,946,4.0
185,1462,5.0
79,1757,5.0
105,233,1.5
166,319,4.0
100,2134,4.5
94,1137,4.0
21,294,4.0
86,1365,4.0
165,569,3.0
103,2426,4.0
164,945,4.0
22,1703,3.0
131,908,1.0
178,975,4.0
134,2859,4.5
12,682,2.5
52,1618,5.0
269,2257,4.0
134,2830,3.0
178,230,3.5
166,572,5.0
0,1525,3.5
3,2223,1.0
147,297,4.0
122,1677,5.0
5,156,3.0
260,532,4.0
91,2255,4.5
46,352,3.0
10,1004,2.0
61,2045,3.0
6,456,2.5
11,981,2.0
283,160,3.0
32,1572,2.0
90,574,4.0
53,395,3.0
1,1043,4.0
41,245,4.0
44,78,1.0
295,2210,3.0
146,2344,4.5
21,96,4.0
10,2131,4.5
5,2118,1.0
304,1967,2.5
25,539,4.0
67,1687,1.0
144,363,3.5
224,1818,2.0
8,461,2.0
5,1898,1.0
296,405,4.0
128,2746,5.0
147,1271,3.0
16,832,3.0
1,304,5.0
141,184,4.0
52,1156,5.0
15,1063,4.0
212,1697,1.5
246,245,4.0
221,271,3.0
90,474,4.0
167,2039,5.0
153,336,3.0
14,2577,2.5
1,16,2.0
203,2589,5.0
7,1723,2.0
16,1012,4.5
192,536,4.0
15,694,4.0
26,2026,5.0
15,30,5.0
298,2255,5.0
56,140,3.0
86,796,4.0
108,2131,4.0
128,370,5.0
116,864,3.0
1,239,5.0
150,448,5.0
154,1364,5.0
13,2762,2.5
6,2259,4.0
87,1,2.0
100,2222,4.5
169,477,4.5
5,962,4.0
93,2853,4.0
21,1693,2.0
58,1606,4.0
260,328,5.0
84,1858,3.0
4,2887,0.5
181,768,4.0
96,273,2.0
4,1851,4.5
105,2332,3.0
102,93,4.5
20,890,3.5
15,1848,3.0
91,800,2.5
42,1620,4.0
5,285,3.0
22,762,4.0
215,917,3.5
218,233,3.0
0,733,4.0
39,1824,3.0
171,2628,4.0
49,2112,1.5
50,1997,3.5
16,2134,5.0
3,422,1.5
10,409,5.0
4,2628,3.0
271,809,4.0
249,1016,4.5
27,30,4.5
9,1943,4.0
67,363,5.0
17,550,4.5
30,463,3.0
1,407,4.0
253,287,4.5
92,1016,4.5
129,184,4.0
63,1944,4.0
232,224,4.0
70,1767,2.0
37,1108,4.0
44,4,3.0
247,422,3.0
29,750,2.0
33,2176,3.0
69,596,3.0
83,2431,4.5
231,70,2.0
0,1570,5.0
16,1771,5.0
14,357,2.5
107,2581,3.0
7,1381,4.5
297,147,2.0
38,1123,5.0
115,108,4.5
0,2529,3.5
82,818,2.5
211,834,5.0
59,1983,5.0
9,1515,4.0
66,2015,4.0
190,2113,3.0
220,328,5.0
44,1829,4.0
47,760,1.0
219,58,4.0
140,1896,3.0
14,2424,2.5
205,148,4.5
7,2430,2.5
213,674,5.0
220,644,5.0
261,864,4.0
265,1430,4.0
7,2864,3.5
23,1351,2.5
234,2131,4.0
125,652,4.0
151,978,4.0
52,627,5.0
29,2251,3.0
254,172,3.0
10,2331,3.5
288,1509,4.0
7,2809,4.0
34,594,4.5
44,790,4.0
46,467,5.0
11,1966,3.0
78,0,4.0
19,1191,4.0
39,1119,3.0
30,1008,3.0
180,1536,4.0
72,759,2.5
54,2177,3.5
58,799,4.5
6,2075,1.5
94,1342,5.0
167,694,5.0
94,917,5.0
131,1558,4.0
155,2551,1.5
69,2215,3.5
68,2944,4.0
65,2550,4.5
160,2081,4.0
32,2257,4.0
82,1618,3.5
262,686,3.0
85,1794,4.0
0,593,3.0
279,647,5.0
14,2213,4.0
140,1328,2.5
136,2884,4.5
102,2102,1.5
251,1905,4.0
271,1982,5.0
150,470,5.0
48,2740,3.5
128,2370,3.0
86,1420,4.0
87,1716,1.0
79,875,4.0
2,2305,2.5
8,186,3.5
51,360,5.0
21,1081,4.0
91,1828,3.0
274,2638,3.5
89,2071,5.0
43,2746,4.0
26,575,4.0
42,557,4.0
7,1029,2.0
152,2255,0.5
27,281,4.0
117,446,5.0
105,297,1.5
186,617,4.0
51,147,3.5
67,1964,4.0
65,2505,5.0
60,640,3.5
13,11,2.5
54,2847,4.0
58,1579,3.5
230,1775,2.0
25,660,3.0
23,233,2.0
249,2632,3.5
45,1329,4.0
36,592,4.5
253,1109,2.5
206,1325,4.0
113,2739,4.5
13,2759,3.5
17,1325,5.0
1,1402,5.0
102,620,1.5
238,760,2.0
188,359,4.0
16,2217,4.0
57,1646,3.0
30,528,4.0
41,618,4.0
12,589,2.0
187,209,4.0
29,2746,3.5
4,2835,4.0
8,8,3.0
73,936,3.0
196,2279,2.0
24,2717,3.5
29,1126,4.0
4,2584,4.0
132,889,4.0
20,77,3.5
5,265,1.0
35,2163,4.0
124,1697,3.0
3,1770,2.0
160,1614,4.0
2,1145,5.0
7,2943,5.0
6,2499,2.0
5,1348,1.5
15,1527,5.0
31,180,2.5
149,856,4.0
159,1953,4.0
219,1880,4.0
56,581,5.0
131,534,5.0
216,1973,2.0
33,80,3.5
280,2698,4.0
187,239,4.0
17,967,3.0
13,698,1.0
29,841,3.0
179,545,4.0
163,471,5.0
206,2062,2.0
293,863,4.0
32,2137,5.0
72,396,4.0
4,178,3.5
0,1547,3.5
100,2102,4.5
72,2072,4.5
80,1074,3.0
45,1028,3.5
144,1767,2.5
29,453,5.0
0,543,2.0
173,1323,4.0
3,391,2.0
50,575,4.5
67,2069,4.0
264,1698,3.0
181,676,5.0
125,2504,2.5
1,1160,4.0
86,1454,2.0
238,2327,1.5
30,121,2.0
234,879,4.0
150,1126,3.0
58,873,3.5
233,2124,4.5
34,2365,3.0
233,1706,4.0
1,654,4.0
7,1288,3.5
27,1591,4.0
193,2062,4.5
252,447,4.5
62,1325,5.0
39,1834,4.0
4,748,2.5
173,2332,4.0
103,2145,4.0
42,1409,1.0
117,618,5.0
219,2128,3.0
243,393,4.0
294,1162,5.0
10,2034,4.0
105,1925,2.0
111,993,5.0
118,2323,4.0
123,1413,4.5
79,666,5.0
127,2637,3.5
271,722,2.0
37,2427,5.0
197,1425,4.5
73,2473,3.5
57,819,2.5
138,626,4.5
8,617,3.0
253,2145,5.0
13,619,3.0
293,474,5.0
109,2563,4.0
75,698,3.0
37,168,3.0
43,1654,5.0
145,187,3.0
16,730,3.0
70,1868,2.0
36,1396,4.5
2,1305,2.0
63,1817,4.0
23,677,2.5
125,198,5.0
25,445,3.0
238,2701,5.0
58,1012,4.5
193,568,4.5
103,110,3.5
225,162,4.0
285,125,4.0
34,2796,4.0
40,2379,2.0
28,600,5.0
147,656,5.0
60,633,3.5
53,1210,3.0
236,474,3.5
142,628,4.0
182,143,4.0
99,2132,3.0
92,1494,4.5
175,640,5.0
65,1288,4.0
2,1008,4.0
0,2309,4.0
204,707,4.0
78,2374,3.0
148,1232,5.0
52,1249,4.0
52,769,5.0
45,147,3.0
18,357,2.5
102,1905,3.5
93,5,4.5
18,1044,1.0
10,1674,3.0
300,476,3.0
9,1886,5.0
208,1989,2.5
32,338,4.0
2,821,3.0
12,2395,3.5
92,462,5.0
12,2316,3.0
68,2760,2.0
262,1267,4.0
125,1287,4.0
8,1098,3.5
130,1695,3.0
119,2067,3.5
63,1831,1.0
121,1078,3.5
3,659,2.0
12,2421,3.0
76,26,5.0
7,2815,4.0
172,1515,4.0
285,187,4.0
8,1622,4.0
3,2274,1.0
109,2871,3.5
250,609,5.0
109,2902,3.5
6,186,2.0
55,1890,5.0
18,2427,3.0
19,1125,2.0
13,2289,4.0
75,739,4.0
226,1287,5.0
6,2679,2.5
96,1798,2.0
211,1449,5.0
52,1058,4.0
78,2182,5.0
294,1570,4.0
1,1307,4.0
33,97,2.5
21,1433,3.0
21,1128,4.0
46,376,3.0
245,820,5.0
15,151,4.0
142,91,1.0
123,80,4.5
37,1544,4.5
97,2131,3.0
25,1327,3.0
5,1980,2.5
196,2351,3.5
1,395,5.0
228,2721,5.0
57,565,4.0
192,147,5.0
7,1329,5.0
24,2040,1.5
6,1871,3.0
180,1444,4.0
26,49,4.0
57,233,2.5
14,2518,3.0
119,712,4.5
239,2320,5.0
169,540,4.5
17,894,5.0
143,224,4.0
289,209,3.0
53,454,3.5
10,1625,3.0
150,456,4.0
5,1296,3.0
156,567,3.5
25,1139,3.0
5,557,4.0
196,2049,5.0
27,1303,4.0
89,338,5.0
76,2013,3.5
74,720,5.0
49,2284,3.5
183,214,2.0
63,587,1.0
138,1989,4.0
1,243,1.0
139,2018,4.0
46,306,3.0
140,2069,4.0
148,458,4.0
245,862,3.0
51,594,4.5
9,2127,5.0
45,183,4.5
22,738,4.0
138,2294,3.0
47,816,3.0
53,462,4.5
114,999,4.0
212,2645,4.0
104,2793,3.5
185,2007,5.0
259,2054,4.5
148,1528,4.0
19,880,4.0
30,797,2.0
16,1115,1.0
0,2460,4.5
220,1027,1.0
222,2134,1.5
2,4,3.0
25,715,4.0
61,81,5.0
214,647,4.5
146,592,3.0
223,1337,4.0
120,489,5.0
47,1252,2.0
103,1320,4.5
3,2455,2.0
135,328,5.0
56,695,3.0
140,370,3.5
13,2602,1.0
290,1706,3.0
81,395,3.0
173,80,2.5
14,2269,1.5
47,1455,3.0
70,1631,3.0
37,458,4.5
113,1992,3.0
183,966,3.5
156,2285,3.5
16,1466,5.0
24,2569,0.5
21,1270,4.0
77,1079,3.0
21,142,5.0
5,740,1.0
34,184,5.0
46,422,3.0
25,294,3.0
71,2162,4.0
265,446,5.0
98,2405,4.0
33,2142,1.0
120,1344,4.0
97,2385,3.5
4,2213,4.0
234,32,4.0
28,30,5.0
10,1094,3.5
11,1204,3.0
197,1223,2.5
57,754,1.5
86,1302,3.0
0,402,3.0
153,663,5.0
136,198,5.0
19,1336,4.0
3,2556,1.5
19,868,4.0
25,416,4.0
18,2411,2.5
172,2842,4.5
64,2674,3.5
199,745,3.0
146,2007,5.0
123,712,4.0
88,1462,5.0
